SES.Quintile,Sex,Month,Age,Deaths.2015,Deaths.2016,Deaths.2017,Deaths.2018,Deaths.2019
3,2,7,65-74,3481,3485,3704,3621,3768
4,2,7,65-74,2876,2975.322411,3050,3073,3126.167612
5,2,7,65-74,2440.283018,2533,2594.156818,2692.158241,2812.488313
All,2,7,65-74,17117.4833,17789.83403,18245.17046,18316.50914,18687.85266
1,1,8,65-74,6220.227904,6610.456123,6700.927343,6813,6988.455628
2,1,8,65-74,5017,5097.20704,5262.629294,5550.662547,5610.439804
3,1,8,65-74,4544.608073,4960,5000.212185,5062.212111,5240
4,1,8,65-74,3684.58729,3864.401894,3985.206046,4188,4261.639967
5,1,8,65-74,3152,3436.196839,3419,3543.814938,3782.034689
All,1,8,65-74,22618.43895,23968.26728,24367.90676,25157.7276,25882.62386
1,2,8,65-74,4666.172235,4778,4762.1878,4948,5061.183733
2,2,8,65-74,3578.157638,3772,3892,3909.172923,3995.538514
3,2,8,65-74,3342.159331,3623.167286,3653,3756,3803.168812
4,2,8,65-74,2779.312136,2892.159944,3096,2925,3125.165883
5,2,8,65-74,2510.306106,2592.157263,2559.149734,2736.30745,2769.324847
All,2,8,65-74,16876.13183,17657.49771,17962.33616,18274.50877,18754.37763
1,1,9,65-74,6175,6357.440797,6704,6678.463372,6777.923518
2,1,9,65-74,4929.636175,4731.40936,5148.216998,5249,5542.450315
3,1,9,65-74,4596.211299,4593,4954.207463,5035.428284,5069.21078
4,1,9,65-74,3576.401643,3796.619663,3930,3912.200618,4076.613856
5,1,9,65-74,3154.57782,3304.58104,3413,3513.199157,3543.396886
All,1,9,65-74,22431.88327,22783.08449,24149.42509,24388.3667,25009.59568
1,2,9,65-74,4478,4673.173312,4813.38236,4852,4932.375601
2,2,9,65-74,3598,3713.165904,3772.166152,3895,3843.16635
3,2,9,65-74,3304.316613,3503.326406,3563.157264,3585,3665
4,2,9,65-74,2727,2757.151043,3051.167903,3111.170949,3039
5,2,9,65-74,2457.151349,2609.144671,2650,2642.320219,2768.317941
All,2,9,65-74,16564.48385,17255.98594,17849.8369,18085.51505,18247.85195
1,1,10,65-74,6722.472883,6800.455282,6840.896223,7079.23581,7333.72639
2,1,10,65-74,5039.205785,5267,5480.440284,5632.217537,5777
3,1,10,65-74,4751.414146,4938.205741,5021.206295,5333,5349
4,1,10,65-74,3809.192292,3980.197795,4164.823407,4195.206273,4410.211215
5,1,10,65-74,3355.379264,3463.737679,3638.387067,3702.570516,3827.201931
All,1,10,65-74,23677.66694,24449.66674,25145.75259,25942.36881,26697.08831
1,2,10,65-74,4941,4889,5120.191271,5247,5342
2,2,10,65-74,3844.164366,3899,3953,4114.528126,4246
3,2,10,65-74,3609.164434,3592.159357,3907,3931,3798
4,2,10,65-74,2919,3040.151221,3081,3151,3373
5,2,10,65-74,2661,2674.137958,2688,2803.605096,2894
All,2,10,65-74,17974.3271,18094.48656,18749.16686,19247.18773,19653
1,1,11,65-74,6388.220038,6843.152951,6923.223416,7304.232722,7543.48034
2,1,11,65-74,5009.20133,5120,5533.215601,5634,5834.220178
3,1,11,65-74,4682,4883.404438,5182,5048,5349
4,1,11,65-74,3752.199742,3857.195372,4148.808771,4236.200157,4516.424719
5,1,11,65-74,3348.19072,3485.382523,3663.206684,3686.634877,3842.41977
All,1,11,65-74,23179.83035,24189.08663,25450.50095,25909.16695,27085.53612
1,2,11,65-74,4789,4999.172858,5148,5164,5396.191376
2,2,11,65-74,3700,3802,4063.166352,4095,4203.165271
3,2,11,65-74,3463.161853,3703.165764,3756,3860,3988
4,2,11,65-74,2933,2996,3099.160565,3126,3256.164788
5,2,11,65-74,2733.14984,2646.742448,2689.15535,2867.3223,2900.795955
All,2,11,65-74,17618.32589,18147.14042,18755.5015,19112.33586,19744.36638
1,1,12,65-74,6925.218314,7321.116405,7697.228085,7525.46379,7701.235536
2,1,12,65-74,5332.416817,5595.211298,6029.076331,5947.215364,6128
3,1,12,65-74,5007.411588,5355,5570,5615,5755
4,1,12,65-74,3934,4426.815915,4583.207885,4539.200324,4638.203597
5,1,12,65-74,3548.386817,3866.396145,3999.581692,3965.799765,4000.982472
All,1,12,65-74,24747.45617,26564.51864,27879.12578,27592.72839,28223.50824
1,2,12,65-74,4985.347732,5486.505291,5732.180309,5569,5714
2,2,12,65-74,4031.498419,4297,4524.328104,4232,4479.174302
3,2,12,65-74,3744.165578,3873,4274.166228,4172,4260.163746
4,2,12,65-74,3081,3399.312481,3460,3405.162996,3601
5,2,12,65-74,2703.136353,3052,3063,2984.319547,3096.299947
All,2,12,65-74,18545.13109,20107.81978,21053.66046,20362.50251,21150.6769
1,1,1,75-84,8424,7671.480158,8298.219538,9281,8551
2,1,1,75-84,6719.484884,6237.237628,6616.239067,7561.994023,6642
3,1,1,75-84,6452.246338,6052,6302.234089,6964,6457.239243
4,1,1,75-84,5344.968186,4917,5140.228231,5784.942079,5491.243022
5,1,1,75-84,4981.466355,4761,4960.238821,5420,4923.712647
All,1,1,75-84,31922.18632,29638.71388,31317.12688,35011.94188,32065.21734
1,2,1,75-84,8329.250618,7457,7888,8640,7830.248888
2,2,1,75-84,6606,5900,6425,7011.240562,6335
3,2,1,75-84,6256.232564,5674,6019,6863,6111.484049
4,2,1,75-84,5522.466291,4815,5270,5725,5338
5,2,1,75-84,4969.223585,4579,4884,5223,4827.236009
All,2,1,75-84,31683.18268,28425,30486,33462.23481,30441.96682
1,1,2,75-84,7351.747398,7281.489956,7372,7723,7578
2,1,2,75-84,5773.245535,5752.474721,5890,6160.492694,6212
3,1,2,75-84,5560.241453,5548.235479,5646.236727,5763.231978,6001
4,1,2,75-84,4575.708022,4646.466936,4702.233751,4715.239556,4910.708574
5,1,2,75-84,4169.237006,4386,4302,4568,4449.194953
All,1,2,75-84,27430.18088,27614.65889,27912.47262,28929.96412,29150.94703
1,2,2,75-84,7197.250916,6799,6919.240604,7161,6960
2,2,2,75-84,5539,5642,5694,5804,5805
3,2,2,75-84,5428.239046,5565,5527,5726.242386,5521
4,2,2,75-84,4732.234948,4607,4555.447028,4662.227959,4650
5,2,2,75-84,4209,4167,4240,4390,4441
All,2,2,75-84,27105.71425,26780,26935.69842,27743.47437,27377
1,1,3,75-84,7676.715665,7598,8001.488129,7842,8414.497213
2,1,3,75-84,6120,6068.473913,6442.716628,6415.731176,6644.239134
3,1,3,75-84,5828.241021,5854.232826,6117.231107,6237.243914,6395.239455
4,1,3,75-84,4776.466797,4754.45743,5048.466892,5126.714851,5216.468036
5,1,3,75-84,4464,4400.68304,4636.94264,4813.195652,4911.466219
All,1,3,75-84,28865.42377,28675.85212,30246.85408,30434.87142,31581.93057
1,2,3,75-84,7414,7167.238934,7528,7317.2492,7629.503301
2,2,3,75-84,5781.460384,5885,6115.47039,5907.465924,6305
3,2,3,75-84,5771,5681.231994,5913,5801,6110
4,2,3,75-84,4798.452025,4813,4933.230841,5004.236226,5118
5,2,3,75-84,4558.464087,4392,4538,4615,4711.231268
All,2,3,75-84,28323.40368,27938.46401,29027.69913,28644.94216,29873.72241
1,1,4,75-84,7115.243963,7051.472406,7260,7492,7718.25434
2,1,4,75-84,5648,5767.236346,5837.705933,6063.483239,6205.23658
3,1,4,75-84,5489,5355.454951,5631.464911,5844.477289,6053
4,1,4,75-84,4574.473258,4584.463641,4459,4714.232839,5008.718182
5,1,4,75-84,4228.236159,4186.702701,4432.713499,4329.912946,4558.484332
All,1,4,75-84,27054.95611,26945.33115,27620.87268,28444.14522,29543.71162
1,2,4,75-84,6686,6658,6901.25182,6907.246544,7152
2,2,4,75-84,5526.468956,5474.233089,5524,5600,5854.483378
3,2,4,75-84,5335.234863,5235,5351.227976,5627.476265,5584
4,2,4,75-84,4547,4410.225116,4546.455455,4644.229844,4679.242077
5,2,4,75-84,4066,4136.222699,4170,4190,4359
All,2,4,75-84,26160.70555,25913.69659,26492.93092,26968.94769,27628.72435
1,1,5,75-84,6974,6943.470531,7240,7147.232445,7680.486389
2,1,5,75-84,5611.229754,5722.164437,5817.230146,6062.477273,6335
3,1,5,75-84,5399.68956,5480.701951,5626,5740.708146,6251
4,1,5,75-84,4430.232697,4352.444721,4605.680573,4632,4885.183562
5,1,5,75-84,4163.234104,4086.4586,4222.445771,4360.709508,4570.952223
All,1,5,75-84,26578.40077,26585.24649,27511.40021,27943.11874,29722.6613
1,2,5,75-84,6610,6559,6667.238201,6880,7024
2,2,5,75-84,5386,5259,5472,5353,5845
3,2,5,75-84,5177,5158.224381,5430,5440,5636
4,2,5,75-84,4410,4310.227148,4563.23533,4439,4684.239227
5,2,5,75-84,4066,4116.225042,4144.448186,4144.229341,4338
All,2,5,75-84,25649,25402.69354,26276.94029,26256.23853,27527.24138
1,1,6,75-84,6562.234365,6551,6847.468261,6815.240864,7282.488608
2,1,6,75-84,5208.682646,5450,5483.690343,5600.235789,5930.171834
3,1,6,75-84,5126.460592,5003.229981,5264,5487,5632.466292
4,1,6,75-84,4105.911986,4111,4279.668614,4387.228411,4594
5,1,6,75-84,3896.395841,3822.669103,4014.236408,4133.140023,4356.233998
All,1,6,75-84,24899.6912,24937.91183,25889.05572,26422.85102,27795.3735
1,2,6,75-84,6223,6148,6380.48772,6425,6760.254017
2,2,6,75-84,5003,5047.233464,5270.236437,5295.239039,5475.242473
3,2,6,75-84,4886.228237,4912,4989,5105,5267
4,2,6,75-84,4171,4067.222506,4139.450859,4184,4431.234594
5,2,6,75-84,3792.222609,3826.220581,3941.688561,3855.219512,4006
All,2,6,75-84,24075.46638,24000.69464,24720.87304,24864.46956,25939.71845
1,1,7,75-84,6714.698428,6698.471293,6970.235968,7169.485281,7295.24031
2,1,7,75-84,5403.918022,5378.232,5673.227107,5897.472211,6025.709762
3,1,7,75-84,5191,5302.228362,5397,5670,5800.469558
4,1,7,75-84,4400,4301,4252.217337,4621.919932,4643.911704
5,1,7,75-84,3891.685412,3871.212309,4035.227009,4241.692315,4409.23855
All,1,7,75-84,25601.31272,25551.13017,26327.91708,27600.59085,28174.59077
1,2,7,75-84,6443.248289,6451.492808,6398,6411.242366,6667
2,2,7,75-84,5212,5167.229077,5096,5398.239825,5553.242804
3,2,7,75-84,5046,5040,5143,5172,5434
4,2,7,75-84,4213,4178.452856,4323,4420,4440.230034
5,2,7,75-84,3939.457999,3938,3917.221383,3931.221845,4194.697726
All,2,7,75-84,24853.70173,24775.16152,24877.23242,25332.70416,26289.19948
1,1,8,75-84,6780.23988,6823.470379,6946.946192,7132,7239.476865
2,1,8,75-84,5533,5521.226226,5569.700657,5840.702798,6048.474082
3,1,8,75-84,5072.681449,5236,5511.232101,5601.235149,5726
4,1,8,75-84,4265.678884,4307.458285,4316.218178,4486,4672.701268
5,1,8,75-84,3780,4088.227081,4072,4201.918672,4363.180089
All,1,8,75-84,25431.61792,25976.37345,26416.06702,27261.87209,28049.84356
1,2,8,75-84,6356.239276,6378,6432.248799,6488,6716.249158
2,2,8,75-84,5038.233552,5238,5297,5392.244015,5489.712861
3,2,8,75-84,4830.227419,5145.237268,5077,5334,5390.237148
4,2,8,75-84,4142.465293,4062.21755,4218,4356,4455.235998
5,2,8,75-84,3881.450196,3916.230601,3939.223297,4114.463277,4148.466645
All,2,8,75-84,24248.62629,24739.69734,24963.46718,25684.71508,26199.92455
1,1,9,75-84,6640,6512.466175,6878,6954.482431,7250.980834
2,1,9,75-84,5194.68728,5354.463604,5419.228145,5769,5834.474221
3,1,9,75-84,5163.236223,5199,5442.229207,5449.464864,5668.243875
4,1,9,75-84,4066.447824,4098.664161,4407,4466.236167,4615.7143
5,1,9,75-84,3878.700902,3996.700452,4015,4160.394762,4392.478879
All,1,9,75-84,24943.0941,25161.30208,26161.46051,26799.60069,27761.88133
1,2,9,75-84,6224,6324.237383,6438.491398,6377,6467.492931
2,2,9,75-84,4938,5057.235926,5164.238657,5267,5351.237011
3,2,9,75-84,4722.452626,4934.467963,4952.230755,5173,5243
4,2,9,75-84,4033,4047.223381,4294.231462,4296.229688,4440
5,2,9,75-84,3689.219364,3788.220364,3836,3946.455233,4134.453294
All,2,9,75-84,23606.68955,24151.37992,24685.15738,25059.71366,25636.1969
1,1,10,75-84,7029.479028,7118.47639,7515.985205,7483.244111,7583.731446
2,1,10,75-84,5569.234966,5765,5883.452609,5981.238899,6204
3,1,10,75-84,5393.47046,5520.22466,5653.236183,5818,6215
4,1,10,75-84,4484.235103,4507.224717,4638.919884,4872.236662,4912.236053
5,1,10,75-84,4087.462904,4339.93481,4277.483601,4550.916632,4761.244096
All,1,10,75-84,26563.87014,27250.8577,27969.06164,28705.62113,29676.20975
1,2,10,75-84,6688,6704,6885.254329,6928,6985
2,2,10,75-84,5441.238343,5410,5512,5668.717825,5759
3,2,10,75-84,5165.236304,5310.235358,5374,5586,5719
4,2,10,75-84,4326,4419.224045,4481,4639,4706
5,2,10,75-84,4006,4019.220349,4149,4441.933183,4576
All,2,10,75-84,25626.46636,25862.69545,26401.23496,27263.68242,27745
1,1,11,75-84,6930.240304,7108.195539,7340.246361,7589.247131,7653.487143
2,1,11,75-84,5683.244052,5789,5922.237466,6134,6351.24172
3,1,11,75-84,5493,5454.471873,5673,5829,6138
4,1,11,75-84,4387.234896,4410.221892,4691.954168,4726.236148,4933.463927
5,1,11,75-84,4026.235903,4205.464757,4341.233419,4386.806035,4650.473224
All,1,11,75-84,26519.95,26967.32629,27968.64946,28665.39747,29726.68591
1,2,11,75-84,6571,6676.236395,6852,7074,7080.25096
2,2,11,75-84,5225,5489,5648.237977,5706,5865.243266
3,2,11,75-84,5124.23113,5153.226467,5369,5577,5752
4,2,11,75-84,4359,4337,4405.233159,4709,4836.244958
5,2,11,75-84,4017.223336,4020.097141,4080.222939,4377.457536,4373.17208
All,2,11,75-84,25296.46791,25675.61353,26354.70469,27443.48227,27906.93126
1,1,12,75-84,7487.245406,7878.208895,8322.24951,8014.493503,8172.241888
2,1,12,75-84,6017.470801,6348.235496,6645.196115,6634.246604,6789
3,1,12,75-84,5561.457126,5865,6338,6193,6550
4,1,12,75-84,4652,4886.900891,5228.235125,5263.238284,5371.244499
5,1,12,75-84,4339.474048,4558.453583,4817.703804,4888.968713,4993.187838
All,1,12,75-84,28057.65095,29536.80045,31351.39054,30993.94144,31875.70341
1,2,12,75-84,7031.477121,7299.708186,7784.250661,7512,7785
2,2,12,75-84,5780.721654,5955,6417.489414,6066,6327.24306
3,2,12,75-84,5461.236893,5699,5925.231846,6005,6245.246222
4,2,12,75-84,4591,5007.460222,5016,5069.236595,5232
5,2,12,75-84,4236.226286,4480,4732,4648.467518,4782.463853
All,2,12,75-84,27100.6529,28441.15953,29874.93719,29300.72309,30371.97202
1,1,1,85+,7375,6474.40448,6933.060202,7612,6557
2,1,1,85+,6823.505285,6226.24365,6705.247485,7370.962503,6368
3,1,1,85+,6939.264335,6366,6631.24641,7528,6413.248738
4,1,1,85+,6041.06097,5413,5922.258472,6665.070302,5723.244
5,1,1,85+,6400.595178,5700,6438.320197,6749,6084.872094
All,1,1,85+,33579.29981,30179.72691,32630.21606,35924.99253,31146.18245
1,2,1,85+,12831.36321,10686,11575,13119,10676.35913
2,2,1,85+,11701,10056,10850,12113.411,10075
3,2,1,85+,11704.43685,10127,10968,12270,10086.79829
4,2,1,85+,10640.89787,9255,10028,10946,9312
5,2,1,85+,10814.47698,9332,10209,11063,9536.444548
All,2,1,85+,57692.15354,49456,53630,59511.41761,49686.57802
1,1,2,85+,6063.634364,5821.371629,6149,6152,5896
2,1,2,85+,5562.23618,5699.472587,5903,5897.491423,5664
3,1,2,85+,5800.253504,5748.237965,6078.257055,6118.24746,5818
4,1,2,85+,5182.795812,5120.514812,5348.258882,5255.255647,5287.766017
5,1,2,85+,5256.312331,5114,5501,5605,5466.400257
All,1,2,85+,27865.21547,27503.65223,28979.49068,29027.96738,28131.87897
1,2,2,85+,10499.3807,9848,10276.37129,10161,9624
2,2,2,85+,9471,9285,9552,9527,8887
3,2,2,85+,9622.416821,9313,9623,9774.409222,9061
4,2,2,85+,8772.436304,8413,8846.868149,8856.430743,8333
5,2,2,85+,9006,8445,9088,8998,8458
All,2,2,85+,47371.24827,45304,47386.22868,47316.80903,44363
1,1,3,85+,6490.671842,6168,6689.406708,6317,6526.422867
2,1,3,85+,6094,5980.477019,6148.689752,6085.698359,6310.231913
3,1,3,85+,6135.240701,6208.245121,6598.256637,6310.248269,6374.238715
4,1,3,85+,5341.514202,5217.496517,5559.514107,5540.739711,5742.495714
5,1,3,85+,5520,5459.849385,5658.117968,5828.443341,5944.55097
All,1,3,85+,29581.45908,29033.87524,30653.89249,30081.83811,30897.88875
1,2,3,85+,10874,10288.36293,11047,10429.33023,10526.65786
2,2,3,85+,10006.81028,9653,10100.77745,9853.777491,9802
3,2,3,85+,10199,9760.395006,10454,10205,10004
4,2,3,85+,9272.873295,8987,9180.424722,9082.420104,9111
5,2,3,85+,9201.895429,9055,9565,9430,9434.444661
All,2,3,85+,49554.45587,47743.79295,50347.21261,49000.61168,48878.18198
1,1,4,85+,5743.20899,5725.404147,6057,5986,5891.179693
2,1,4,85+,5408,5572.232737,5498.667743,5631.457797,5584.211709
3,1,4,85+,5482,5634.478777,5881.485621,5960.488907,5917
4,1,4,85+,4893.506081,4903.495885,5013,5033.242365,5075.729032
5,1,4,85+,5037.271352,4856.802876,5207.827794,5326.107441,5363.525585
All,1,4,85+,26563.93875,26692.30926,27657.87519,27937.10698,27831.61243
1,2,4,85+,9665,9679,9595.328148,9649.358959,9502
2,2,4,85+,9241.77814,8892.390255,9119,9251,8909.755709
3,2,4,85+,9296.410032,9280,9490.407333,9344.800349,9176
4,2,4,85+,8322,8187.415337,8413.836236,8373.42158,8103.405373
5,2,4,85+,8312,8178.467888,8626,8485,8648
All,2,4,85+,44837.20926,44217.1886,45244.58983,45103.58495,44339.16245
1,1,5,85+,5657,5678.354755,5601,5830.203287,5994.379042
2,1,5,85+,5292.213934,5250.068557,5350.205037,5474.431256,5573
3,1,5,85+,5558.707736,5577.712184,5529,5704.694945,5895
4,1,5,85+,4806.243554,4759.474977,4985.741931,4862,5158.230315
5,1,5,85+,4896.267228,4862.530943,5158.547754,5002.805741,5311.080007
All,1,5,85+,26210.38137,26128.19067,26624.35507,26874.03768,27931.50093
1,2,5,85+,9677,9584,9338.357475,9094,9456
2,2,5,85+,8786,8650,8851,8612,8851
3,2,5,85+,9166,9086.406065,9083,8781,9092
4,2,5,85+,8025,7872.412075,7835.4015,7897,8049.397028
5,2,5,85+,8014,8114.435927,8266.883484,8190.445741,8321
All,2,5,85+,43668,43307.18236,43374.55211,42574.38678,43769.38381
1,1,6,85+,5181.17212,5333,5424.39659,5468.17101,5609.348708
2,1,6,85+,5142.703492,5012,5189.650418,5161.221578,5367.055379
3,1,6,85+,5248.471688,5091.231537,5297,5404,5393.438367
4,1,6,85+,4431.935427,4388,4639.706803,4672.234543,4732
5,1,6,85+,4478.570141,4568.763787,4859.285978,4844.279727,5036.267725
All,1,6,85+,24482.62937,24392.8919,25410.01768,25549.78986,26138.232
1,2,6,85+,8827,8808,8690.695501,8753,9039.350697
2,2,6,85+,8318,8190.368397,8362.367431,8088.375228,8229.354356
3,2,6,85+,8295.399194,8489,8453,8492,8636
4,2,6,85+,7516,7396.403769,7512.818295,7559,7912.404638
5,2,6,85+,7510.434441,7509.457397,7503.337365,7633.462439,7858
All,2,6,85+,40466.78391,40393.16908,40522.07026,40525.76532,41675.15428
1,1,7,85+,5432.579832,5479.399138,5479.174742,5463.342633,5586.170321
2,1,7,85+,5108.868137,5053.218442,5159.206424,5243.419843,5251.613958
3,1,7,85+,5165,5257.217564,5405,5454,5660.458205
4,1,7,85+,4552,4545,4593.237437,4654.925702,4838.949755
5,1,7,85+,4502.761495,4776.259002,4632.244091,4848.790907,5095.293096
All,1,7,85+,24761.23683,25111.11071,25268.88019,25664.4091,26432.43057
1,2,7,85+,9136.327374,9061.638843,8856,8821.318066,9137
2,2,7,85+,8392,8167.360468,8414,8345.378972,8471.360292
3,2,7,85+,8721,8652,8563,8665,8703
4,2,7,85+,7718,7456.808246,7439,7674,7625.399327
5,2,7,85+,7642.89045,7564,7650.426242,7717.424169,7930.268535
All,2,7,85+,41610.17484,40901.91758,40922.38233,41223.14586,41866.91023
1,1,8,85+,5273.168467,5397.371185,5460.710407,5485,5715.401313
2,1,8,85+,4997,5254.227311,5315.684189,5330.63663,5408.423902
3,1,8,85+,5217.697194,5163,5339.227815,5384.220504,5636
4,1,8,85+,4457.713864,4510.466702,4707.234423,4667,4726.696406
5,1,8,85+,4594,4735.254373,4783,4874.03444,4947.311238
All,1,8,85+,24539.56117,25060.32502,25606.00363,25740.76764,26433.67972
1,2,8,85+,8999.363728,9059,8925.32128,8933,8787.346327
2,2,8,85+,8307.393627,8374,8395,8204.370874,8378.075997
3,2,8,85+,8438.402554,8420.382249,8572,8592,8863.388494
4,2,8,85+,7521.816391,7618.410105,7518,7481,7659.399957
5,2,8,85+,7553.855798,7640.41995,7785.428556,7700.868644,7636.824364
All,2,8,85+,40820.73773,41112.15883,41195.77096,40911.13899,41325.03559
1,1,9,85+,5090,5353.398042,5572,5399.373898,5534.722718
2,1,9,85+,5148.678457,5060.438221,5210.224373,5167,5240.426062
3,1,9,85+,5033.235023,5297,5455.229292,5249.461363,5370.232958
4,1,9,85+,4336.469139,4480.725893,4649,4649.23287,4736.717628
5,1,9,85+,4369.785928,4603.793303,4784,4784.586791,4955.533472
All,1,9,85+,23978.01308,24795.26859,25670.45187,25249.45026,25837.68163
1,2,9,85+,8832,9139.365524,8854.635005,8416,8759.701064
2,2,9,85+,8111,8206.381757,8426.382123,8247,8341.383302
3,2,9,85+,8340.799983,8406.77119,8855.406509,8403,8662
4,2,9,85+,7496,7561.418661,7630.404555,7559.40953,7709
5,2,9,85+,7481.430956,7672.462093,7762,7599.853041,7898.870366
All,2,9,85+,40261.17602,40986.34181,41528.94712,40225.14555,41370.93152
1,1,10,85+,5630.347124,5720.38181,5914.773148,5875.182561,6084.552073
2,1,10,85+,5380.233612,5521,5645.42593,5598.224978,5682
3,1,10,85+,5496.463924,5776.239501,5755.247871,5789,5863
4,1,10,85+,4823.249339,4896.245877,4903.957404,5012.245163,5133.244173
5,1,10,85+,4831.548804,5219.176203,5094.568737,5340.217125,5484.266852
All,1,10,85+,26161.84183,27132.84966,27313.98994,27614.5215,28247.1515
1,2,10,85+,9430,9614,9272.31731,9384,9486
2,2,10,85+,8950.390553,8902,8843,8906.121071,9037
3,2,10,85+,8973.392839,9040.392264,9297,8989,9229
4,2,10,85+,7917,8163.419832,8140,8304,8336
5,2,10,85+,8035,8297.472386,8330,8466.765933,8575
All,2,10,85+,43305.78809,44017.18362,43882.39053,44049.71828,44663
1,1,11,85+,5573.207851,5798.956253,5811.20778,6074.20877,6095.386991
2,1,11,85+,5354.236463,5569,5648.230979,5591,5844.229837
3,1,11,85+,5487,5678.488904,5855,5752,6004
4,1,11,85+,4719.246076,4925.2564,5133.008692,5076.250956,5231.49201
5,1,11,85+,4798.295092,5142.542457,5152.265501,5375.253305,5426.543579
All,1,11,85+,25931.92894,27114.33898,27599.62769,27868.33081,28601.6221
1,2,11,85+,9335,9749.368334,9493,9615,9704.321397
2,2,11,85+,8643,9040,8952.390502,9002,9095.384832
3,2,11,85+,8785.400159,9056.40068,9234,9093,9241
4,2,11,85+,7936,8267,8186.410669,8261,8190.404211
5,2,11,85+,8183.467069,8388.257794,8275.438598,8508.866282,8555.182184
All,2,11,85+,42882.79321,44500.79656,44141.18028,44479.78165,44786.09936
1,1,12,85+,6089.211872,6553.013956,6834.187194,6326.389138,6580.184032
2,1,12,85+,5757.450614,6047.238168,6417.162342,5937.233323,6178
3,1,12,85+,6103.50177,6374,6420,6242,6376
4,1,12,85+,5050,5493.013508,5781.252867,5551.257534,5463.250068
5,1,12,85+,5070.554708,5765.551092,6019.862428,5753.113484,5961.387884
All,1,12,85+,28070.65171,30232.86644,31472.39976,29809.86727,30558.63303
1,2,12,85+,9922.739807,10840.12307,11253.33939,10444,10521
2,2,12,85+,9278.165871,9954,10212.77075,9646,9969.367186
3,2,12,85+,9371.398323,10008,10356.40357,9989,10009.40056
4,2,12,85+,8495,9136.839733,9544,8939.409442,9100
5,2,12,85+,8476.46689,9244,9642,9035.868439,9274.901447
All,2,12,85+,45543.77776,49183.00516,51008.60016,48054.18589,48874.56417
